0,1,2
0.0,-0.10708512850408841,-0.16201726941359246
0.0,-0.20324147359100173,-0.06918195662124683
0.0,-0.02395871333917087,-0.21117017107863892
0.0,0.19249801122510996,0.06139701892960277
0.0,-0.052002353326946506,0.20877253313381028
0.0,0.10941093283078883,-0.13537540463711664
0.0,0.17793317564320058,0.07519831371990861
0.0,0.17209290826796142,0.06276736674467015
0.0,-0.13933348135244722,0.13178654228331757
0.0,-0.07520214380586059,-0.17545263936212988
0.0,-0.023709738224283752,-0.15943529728273156
0.0,0.15050695605040534,0.07350879643601331
0.0,0.12885176740730483,-0.129360447764257
0.0,-0.10103393311191723,-0.16288587457999157
0.0,0.08325369480701031,-0.1756574692647108
0.0,0.09928043891747831,-0.13549488986782957
0.0,-0.16861676851153484,0.06808409909153776
0.0,0.17704585670617506,-0.0842471902985445
0.0,-0.17104662873715878,0.05528629182918247
0.0,-0.17836090477380442,0.09753697887892845
0.0,0.15146714124256072,-0.14810015155128825
0.0,0.16565137096954435,-0.1325755071137863
0.0,-0.20828506083320783,-0.08743971428209152
0.0,0.16043042612389546,0.03807796926069365
0.0,-0.1465393948886812,-0.15729471350857446
0.0,-0.11585455142643507,0.15842970727550162
0.0,0.047896098363765634,0.22680316929186567
0.0,0.01790246212967113,-0.15167541926416933
0.0,0.19109777506001518,0.06331982020717081
0.0,0.19162265966326805,0.058650631508711276
0.0,-0.19774349360351554,0.005604525577824213
0.0,-0.18155647669113104,0.09972701479353008
0.0,0.12849098580762108,0.08892639528270545
0.0,-0.07469907610091919,-0.15703141155626527
0.0,0.14940895791692266,-0.17335322568309713
0.0,-0.1214933976727617,-0.16854656312467525
0.0,-0.13256618966926048,0.15909440772004568
0.0,-0.12256843882791259,0.1291376493589149
0.0,0.19483461556607903,-0.07869144795604255
0.0,-0.0023133549974694045,-0.2213703795900995
0.0,0.1036391022130151,0.2003323435024343
0.0,-0.15855239027313786,-0.08383426455750555
0.0,0.05996283588661906,0.16754953294777059
0.0,-0.15677327581468914,-0.1286952222938761
0.0,-0.1452879114108772,0.1369280589708158
0.0,-0.11466921279710568,0.14609932891158287
0.0,-0.2156767721552493,0.044253577260645056
0.0,-0.18555023190747452,0.07591179194058198
0.0,-0.08771927849155105,-0.1356927208097359
0.0,-0.10347311277362972,-0.1273874691252745
0.0,0.10494177609982308,0.18258101975047797
0.0,0.14335367899743098,-0.10554256258499525
0.0,0.16098323415308158,-0.06141772047100503
0.0,-0.13999716451804883,0.15349960640052623
0.0,-0.15663703084055283,-0.12224377149035089
0.0,-0.1421964721385833,-0.08792404334335743
0.0,0.18027020048550702,0.10569008426950491
0.0,0.1786762065318547,0.016521631888661917
0.0,0.19692572876118852,-0.07020997247695061
0.0,-0.02843945019858208,-0.18261156331580114
0.0,0.19701013846449664,0.12036042140934117
0.0,-0.08483734506519272,0.1456054285581241
0.0,0.0199853219410764,0.1476566691965148
0.0,0.15601045766454347,-0.03527969207390683
0.0,0.19250330162663196,-0.059087442289676946
0.0,-0.14052864306698185,0.11179020473907023
0.0,0.11951303427437324,0.11414913754719144
0.0,-0.14192014309828574,0.1218512447858048
0.0,0.05964672846755171,0.15830153375326614
0.0,-0.12451192180342464,0.18182673836806537
0.0,0.14083597097426231,0.1953296487906693
0.0,-0.166972206617583,-0.07938324032297893
0.0,-0.05364765301918261,-0.14707298353119105
0.0,-0.03371512322026032,-0.21631054196546431
0.0,0.1803372856910626,0.13168959189603457
0.0,-0.1824524232845527,0.06658249229474092
0.0,-0.04808737315890875,-0.20476811724949778
0.0,-0.05713410457350448,0.14845033820610254
0.0,0.053990345030949384,-0.20525940277943266
0.0,-0.13783465204102988,-0.1128211751844215
0.0,-0.07812579497501221,0.13941640873978262
0.0,0.19237587486810595,0.10902576518773119
0.0,-0.1022075054393044,0.16742032813960003
0.0,0.02067382921043419,0.17006133941601112
0.0,-0.12702933453998272,0.1575394014758535
0.0,0.14966167053970683,-0.10786443825843535
0.0,-0.133421327223822,-0.09675674636795216
0.0,0.07835742297317011,-0.14492278266915737
0.0,-0.14272241468134209,0.07121462571337495
